rules	support	confidence	lift
{soda} => {citrus fruit}	0.01	0.065359477124183	0.845165652467884
{citrus fruit} => {yogurt}	0.0186666666666667	0.241379310344828	1.72825281869805
{yogurt} => {citrus fruit}	0.0186666666666667	0.133651551312649	1.72825281869805
{citrus fruit} => {rolls/buns}	0.0143333333333333	0.185344827586207	1.0491216655823
{rolls/buns} => {citrus fruit}	0.0143333333333333	0.0811320754716981	1.0491216655823
{citrus fruit} => {other vegetables}	0.0263333333333333	0.34051724137931	1.88826566384091
{other vegetables} => {citrus fruit}	0.0263333333333333	0.146025878003697	1.88826566384091
{citrus fruit} => {whole milk}	0.026	0.336206896551724	1.34842338189194
{whole milk} => {citrus fruit}	0.026	0.10427807486631	1.34842338189194
{shopping bags} => {bottled water}	0.0116666666666667	0.117845117845118	1.1706468660111
{bottled water} => {shopping bags}	0.0116666666666667	0.115894039735099	1.1706468660111
{shopping bags} => {sausage}	0.0176666666666667	0.178451178451178	1.80862680862681
{sausage} => {shopping bags}	0.0176666666666667	0.179054054054054	1.80862680862681
{shopping bags} => {tropical fruit}	0.0156666666666667	0.158249158249158	1.56166932482722
{tropical fruit} => {shopping bags}	0.0156666666666667	0.154605263157895	1.56166932482722
{shopping bags} => {root vegetables}	0.0103333333333333	0.104377104377104	1.03685865275269
{root vegetables} => {shopping bags}	0.0103333333333333	0.102649006622517	1.03685865275269
{shopping bags} => {soda}	0.0233333333333333	0.235690235690236	1.54045905679893
{soda} => {shopping bags}	0.0233333333333333	0.152505446623094	1.54045905679893
{shopping bags} => {yogurt}	0.0153333333333333	0.154882154882155	1.10894144307032
{yogurt} => {shopping bags}	0.0153333333333333	0.109785202863962	1.10894144307032
{shopping bags} => {rolls/buns}	0.0173333333333333	0.175084175084175	0.991042500476463
{rolls/buns} => {shopping bags}	0.0173333333333333	0.0981132075471698	0.991042500476463
{shopping bags} => {other vegetables}	0.0213333333333333	0.215488215488215	1.19494389364999
{other vegetables} => {shopping bags}	0.0213333333333333	0.118299445471349	1.19494389364999
{shopping bags} => {whole milk}	0.0256666666666667	0.259259259259259	1.03980986333927
{whole milk} => {shopping bags}	0.0256666666666667	0.102941176470588	1.03980986333928
{bottled water} => {sausage}	0.012	0.119205298013245	1.20816180418829
{sausage} => {bottled water}	0.012	0.121621621621622	1.20816180418829
{bottled water} => {tropical fruit}	0.018	0.178807947019868	1.76455210874869
{tropical fruit} => {bottled water}	0.018	0.177631578947368	1.76455210874869
{bottled water} => {root vegetables}	0.013	0.129139072847682	1.28283847199684
{root vegetables} => {bottled water}	0.013	0.129139072847682	1.28283847199684
{bottled water} => {soda}	0.026	0.258278145695364	1.68809245552526
{soda} => {bottled water}	0.026	0.169934640522876	1.68809245552526
{bottled water} => {yogurt}	0.0206666666666667	0.205298013245033	1.46991417597876
{yogurt} => {bottled water}	0.0206666666666667	0.147971360381862	1.46991417597876
{bottled water} => {rolls/buns}	0.0233333333333333	0.231788079470199	1.31200799700112
{rolls/buns} => {bottled water}	0.0233333333333333	0.132075471698113	1.31200799700112
{bottled water} => {other vegetables}	0.0233333333333333	0.231788079470199	1.28533130944657
{other vegetables} => {bottled water}	0.0233333333333333	0.129390018484288	1.28533130944657
{bottled water} => {whole milk}	0.0303333333333333	0.301324503311258	1.20852073520558
{whole milk} => {bottled water}	0.0303333333333333	0.121657754010695	1.20852073520558
{sausage} => {tropical fruit}	0.014	0.141891891891892	1.40024893314367
{tropical fruit} => {sausage}	0.014	0.138157894736842	1.40024893314367
{sausage} => {root vegetables}	0.017	0.172297297297297	1.71156255593342
{root vegetables} => {sausage}	0.017	0.16887417218543	1.71156255593342
{sausage} => {soda}	0.023	0.233108108108108	1.52358240593535
{soda} => {sausage}	0.023	0.150326797385621	1.52358240593535
{sausage} => {yogurt}	0.0166666666666667	0.168918918918919	1.20944333354835
{yogurt} => {sausage}	0.0166666666666667	0.119331742243437	1.20944333354835
{sausage} => {rolls/buns}	0.0313333333333333	0.317567567567568	1.79755226925038
{rolls/buns} => {sausage}	0.0313333333333333	0.177358490566038	1.79755226925038
{sausage} => {other vegetables}	0.0283333333333333	0.287162162162162	1.59239646300644
{other vegetables} => {sausage}	0.0283333333333333	0.157116451016636	1.59239646300644
{sausage} => {whole milk}	0.029	0.293918918918919	1.17881919352508
{whole milk} => {sausage}	0.029	0.116310160427807	1.17881919352508
{tropical fruit} => {root vegetables}	0.0166666666666667	0.164473684210526	1.63384454513768
{root vegetables} => {tropical fruit}	0.0166666666666667	0.165562913907285	1.63384454513768
{tropical fruit} => {soda}	0.0193333333333333	0.190789473684211	1.24699002407981
{soda} => {tropical fruit}	0.0193333333333333	0.12636165577342	1.24699002407981
{tropical fruit} => {yogurt}	0.0266666666666667	0.263157894736842	1.88418540384374
{yogurt} => {tropical fruit}	0.0266666666666667	0.190930787589499	1.88418540384374
{tropical fruit} => {rolls/buns}	0.0243333333333333	0.240131578947368	1.35923535253227
{rolls/buns} => {tropical fruit}	0.0243333333333333	0.137735849056604	1.35923535253227
{tropical fruit} => {other vegetables}	0.033	0.325657894736842	1.80586632940948
{other vegetables} => {tropical fruit}	0.033	0.182994454713494	1.80586632940948
{tropical fruit} => {whole milk}	0.0396666666666667	0.391447368421053	1.56997607655502
{whole milk} => {tropical fruit}	0.0396666666666667	0.159090909090909	1.56997607655502
{root vegetables} => {soda}	0.017	0.16887417218543	1.1037527593819
{soda} => {root vegetables}	0.017	0.111111111111111	1.1037527593819
{root vegetables} => {yogurt}	0.0226666666666667	0.225165562913907	1.61216393494444
{yogurt} => {root vegetables}	0.0226666666666667	0.162291169451074	1.61216393494444
{root vegetables} => {rolls/buns}	0.0243333333333333	0.241721854304636	1.36823691115832
{rolls/buns} => {root vegetables}	0.0243333333333333	0.137735849056604	1.36823691115832
{root vegetables} => {other vegetables}	0.039	0.387417218543046	2.1483394743607
{other vegetables} => {root vegetables}	0.039	0.216266173752311	2.1483394743607
{root vegetables} => {whole milk}	0.0416666666666667	0.413907284768212	1.66005595495272
{whole milk} => {root vegetables}	0.0416666666666667	0.167112299465241	1.66005595495272
{soda} => {yogurt}	0.023	0.150326797385621	1.07632551827414
{yogurt} => {soda}	0.023	0.164677804295943	1.07632551827414
{soda} => {rolls/buns}	0.0303333333333333	0.198257080610022	1.12220989024541
{rolls/buns} => {soda}	0.0303333333333333	0.171698113207547	1.12220989024541
{soda} => {other vegetables}	0.0283333333333333	0.185185185185185	1.02690490860546
{other vegetables} => {soda}	0.0283333333333333	0.157116451016636	1.02690490860546
{soda} => {whole milk}	0.0346666666666667	0.226579520697168	0.908741393170459
{whole milk} => {soda}	0.0346666666666667	0.13903743315508	0.908741393170459
{yogurt} => {rolls/buns}	0.0333333333333333	0.238663484486873	1.35092538388796
{rolls/buns} => {yogurt}	0.0333333333333333	0.188679245283019	1.35092538388796
{yogurt} => {other vegetables}	0.0396666666666667	0.284009546539379	1.57491430613334
{other vegetables} => {yogurt}	0.0396666666666667	0.21996303142329	1.57491430613334
{yogurt} => {whole milk}	0.0503333333333333	0.360381861575179	1.44538179776141
{whole milk} => {yogurt}	0.0503333333333333	0.201871657754011	1.44538179776141
{rolls/buns} => {other vegetables}	0.0403333333333333	0.228301886792453	1.26599937223172
{other vegetables} => {rolls/buns}	0.0403333333333333	0.22365988909427	1.26599937223172
{rolls/buns} => {whole milk}	0.0523333333333333	0.29622641509434	1.18807385733024
{whole milk} => {rolls/buns}	0.0523333333333333	0.209893048128342	1.18807385733024
{other vegetables} => {whole milk}	0.0713333333333333	0.395563770794824	1.58648571174395
{whole milk} => {other vegetables}	0.0713333333333333	0.286096256684492	1.58648571174395
{frozen vegetables,other vegetables} => {whole milk}	0.01	0.566037735849057	2.27020482292402
{whole milk,frozen vegetables} => {other vegetables}	0.01	0.555555555555556	3.08071472581639
{whole milk,other vegetables} => {frozen vegetables}	0.01	0.14018691588785	3.02561688966584
{other vegetables,pork} => {whole milk}	0.0103333333333333	0.5	2.00534759358289
{whole milk,pork} => {other vegetables}	0.0103333333333333	0.476923076923077	2.64467510308545
{whole milk,other vegetables} => {pork}	0.0103333333333333	0.144859813084112	2.69925117548035
{beef,other vegetables} => {whole milk}	0.012	0.571428571428571	2.29182582123759
{whole milk,beef} => {other vegetables}	0.012	0.486486486486487	2.69770694909327
{whole milk,other vegetables} => {beef}	0.012	0.168224299065421	3.00400534045394
{whipped/sour cream,other vegetables} => {whole milk}	0.0123333333333333	0.486842105263158	1.9525752884886
{whole milk,whipped/sour cream} => {other vegetables}	0.0123333333333333	0.45679012345679	2.53303210789348
{whole milk,other vegetables} => {whipped/sour cream}	0.0123333333333333	0.172897196261682	2.75899781268642
{other vegetables,pip fruit} => {whole milk}	0.014	0.518518518518518	2.07961972667855
{whole milk,pip fruit} => {other vegetables}	0.014	0.552631578947368	3.06450043778578
{whole milk,other vegetables} => {pip fruit}	0.014	0.196261682242991	2.85817983849015
{other vegetables,pastry} => {whole milk}	0.013	0.573529411764706	2.30025165146272
{whole milk,pastry} => {other vegetables}	0.013	0.367924528301887	2.04024692219161
{whole milk,other vegetables} => {pastry}	0.013	0.182242990654206	2.09474701901386
{citrus fruit,other vegetables} => {whole milk}	0.01	0.379746835443038	1.52304880525283
{citrus fruit,whole milk} => {other vegetables}	0.01	0.384615384615385	2.13280250248827
{whole milk,other vegetables} => {citrus fruit}	0.01	0.14018691588785	1.81276184337738
{bottled water,other vegetables} => {whole milk}	0.0106666666666667	0.457142857142857	1.83346065699007
{whole milk,bottled water} => {other vegetables}	0.0106666666666667	0.351648351648352	1.94999085941785
{whole milk,other vegetables} => {bottled water}	0.0106666666666667	0.149532710280374	1.48542427430835
{sausage,rolls/buns} => {other vegetables}	0.0103333333333333	0.329787234042553	1.82876469894207
{sausage,other vegetables} => {rolls/buns}	0.0103333333333333	0.364705882352941	2.06437291897891
{rolls/buns,other vegetables} => {sausage}	0.0103333333333333	0.256198347107438	2.59660486933214
{sausage,other vegetables} => {whole milk}	0.0123333333333333	0.435294117647059	1.74583202264863
{sausage,whole milk} => {other vegetables}	0.0123333333333333	0.425287356321839	2.35834023838358
{whole milk,other vegetables} => {sausage}	0.0123333333333333	0.172897196261682	1.75233644859813
{yogurt,tropical fruit} => {whole milk}	0.0116666666666667	0.4375	1.75467914438503
{tropical fruit,whole milk} => {yogurt}	0.0116666666666667	0.294117647058824	2.10585427488418
{yogurt,whole milk} => {tropical fruit}	0.0116666666666667	0.231788079470199	2.28738236319275
{rolls/buns,tropical fruit} => {whole milk}	0.0106666666666667	0.438356164383562	1.7581129587576
{tropical fruit,whole milk} => {rolls/buns}	0.0106666666666667	0.26890756302521	1.52211828127477
{rolls/buns,whole milk} => {tropical fruit}	0.0106666666666667	0.203821656050955	2.01139792155548
{tropical fruit,other vegetables} => {whole milk}	0.0156666666666667	0.474747474747475	1.9040674120888
{tropical fruit,whole milk} => {other vegetables}	0.0156666666666667	0.394957983193277	2.19015517482409
{whole milk,other vegetables} => {tropical fruit}	0.0156666666666667	0.219626168224299	2.16736350221348
{yogurt,root vegetables} => {whole milk}	0.0103333333333333	0.455882352941176	1.82840515885499
{root vegetables,whole milk} => {yogurt}	0.0103333333333333	0.248	1.77565632458234
{yogurt,whole milk} => {root vegetables}	0.0103333333333333	0.205298013245033	2.03938423753344
{root vegetables,rolls/buns} => {other vegetables}	0.0123333333333333	0.506849315068493	2.81062466766262
{root vegetables,other vegetables} => {rolls/buns}	0.0123333333333333	0.316239316239316	1.79003386550556
{rolls/buns,other vegetables} => {root vegetables}	0.0123333333333333	0.305785123966942	3.03760056920803
{root vegetables,rolls/buns} => {whole milk}	0.0113333333333333	0.465753424657534	1.86799501867995
{root vegetables,whole milk} => {rolls/buns}	0.0113333333333333	0.272	1.53962264150943
{rolls/buns,whole milk} => {root vegetables}	0.0113333333333333	0.21656050955414	2.15126333994179
{root vegetables,other vegetables} => {whole milk}	0.0176666666666667	0.452991452991453	1.81681064034005
{root vegetables,whole milk} => {other vegetables}	0.0176666666666667	0.424	2.35120147874307
{whole milk,other vegetables} => {root vegetables}	0.0176666666666667	0.247663551401869	2.4602339543232
{soda,other vegetables} => {whole milk}	0.0123333333333333	0.435294117647059	1.74583202264863
{whole milk,soda} => {other vegetables}	0.0123333333333333	0.355769230769231	1.97284231480165
{whole milk,other vegetables} => {soda}	0.0123333333333333	0.172897196261682	1.13004703439008
{yogurt,rolls/buns} => {other vegetables}	0.0113333333333333	0.34	1.88539741219963
{yogurt,other vegetables} => {rolls/buns}	0.0113333333333333	0.285714285714286	1.61725067385445
{rolls/buns,other vegetables} => {yogurt}	0.0113333333333333	0.28099173553719	2.01187400145959
{yogurt,rolls/buns} => {whole milk}	0.0133333333333333	0.4	1.60427807486631
{yogurt,whole milk} => {rolls/buns}	0.0133333333333333	0.264900662251656	1.49943771085843
{rolls/buns,whole milk} => {yogurt}	0.0133333333333333	0.254777070063694	1.82417949926273
{yogurt,other vegetables} => {whole milk}	0.0186666666666667	0.470588235294118	1.88738597043095
{yogurt,whole milk} => {other vegetables}	0.0186666666666667	0.370860927152318	2.05653009511452
{whole milk,other vegetables} => {yogurt}	0.0186666666666667	0.261682242990654	1.87361987821471
{rolls/buns,other vegetables} => {whole milk}	0.015	0.371900826446281	1.49158085473107
{rolls/buns,whole milk} => {other vegetables}	0.015	0.286624203821656	1.58941332987979
{whole milk,other vegetables} => {rolls/buns}	0.015	0.210280373831776	1.19026626697232
